,lat,lon,rsrp,height,throughput
81,49.242333333333335,11.228313333333334,-81,12.0,22.9
82,49.24189833333333,11.228533333333333,-87,11.0,25.1
83,49.241605,11.228968333333334,-84,19.0,33.75
84,49.241285,11.229316666666668,-84,19.0,24.5
85,49.24089333333333,11.229385,-81,32.0,32.2
86,49.240555,11.229111666666666,-77,44.0,30.15
87,49.24037333333334,11.228718333333333,-82,52.0,29.1
88,49.24038,11.228256666666667,-81,32.0,26.55
89,49.240415,11.227841666666666,-87,44.0,18.65
90,49.24051,11.227463333333333,-89,53.0,14.485
91,49.24068166666667,11.227146666666666,-95,59.0,32.15
92,49.24091333333333,11.226881666666667,-88,65.0,33.3
93,49.24117833333334,11.226706666666667,-80,68.0,23.6
94,49.24131,11.22635,-79,71.0,26.15
95,49.241211666666665,11.225903333333333,-85,71.0,18.55
96,49.24100166666667,11.225530000000001,-81,73.0,19.7
97,49.24077833333333,11.225165,-80,76.0,17.6
98,49.24061833333334,11.224771666666667,-80,77.0,25.6
99,49.240515,11.224335,-84,35.0,26.4
100,49.24047,11.2239,-84,49.0,26.700000000000003
101,49.24045666666667,11.223491666666666,-87,57.0,21.2
102,49.24046333333333,11.223056666666666,-87,62.0,25.75
103,49.240500000000004,11.222625,-90,68.0,41.25
104,49.240575,11.222211666666666,-89,69.0,50.15
105,49.240678333333335,11.221808333333334,-86,74.0,52.3
106,49.240811666666666,11.22144,-82,77.0,48.5
107,49.240988333333334,11.221111666666667,-80,79.0,36.349999999999994
108,49.24117833333334,11.220790000000001,-79,82.0,22.05
109,49.24141,11.22051,-81,83.0,25.1
110,49.24167666666667,11.220251666666666,-83,84.0,36.1
111,49.24196166666667,11.220045,-82,86.0,39.45
112,49.24225833333333,11.219883333333334,-75,87.0,36.05
113,49.24257166666667,11.21977,-72,86.0,27.9
114,49.24287833333334,11.219728333333334,-75,87.0,21.65
115,49.243188333333336,11.219721666666667,-78,87.0,29.849999999999998
116,49.24350666666667,11.219783333333334,-80,88.0,34.1
117,49.24381,11.219891666666667,-80,90.0,31.45
118,49.24411166666667,11.22007,-78,90.0,32.400000000000006
119,49.24440166666667,11.220303333333334,-75,90.0,36.75
120,49.24467666666667,11.2206,-75,89.0,39.85
121,49.244915,11.22094,-81,87.0,47.45
122,49.24514833333333,11.22134,-80,89.0,40.650000000000006
123,49.245338333333336,11.221778333333333,-77,91.0,41.7
124,49.245505,11.222238333333333,-75,91.0,39.35
125,49.24564,11.222735,-75,91.0,34.65
126,49.245736666666666,11.223245,-78,90.0,29.4
127,49.245783333333335,11.22378,-81,89.0,22.4
128,49.245775,11.224316666666667,-87,89.0,22.6
129,49.24572333333334,11.224873333333333,-88,91.0,15.45
130,49.24563833333333,11.225405,-88,90.0,33.7
131,49.24550166666667,11.22593,-93,89.0,28.6
132,49.245333333333335,11.226425,-91,46.0,32.55
133,49.245133333333335,11.226866666666666,-82,62.0,29.85
134,49.244895,11.227278333333333,-80,73.0,21.15
135,49.24462166666667,11.227643333333333,-82,75.0,29.3
136,49.24433166666667,11.227941666666666,-84,34.0,29.049999999999997
137,49.24402333333333,11.228185,-83,46.0,27.45
138,49.24368166666667,11.228371666666666,-83,59.0,27.35
139,49.243343333333335,11.228493333333333,-84,69.0,33.15
140,49.243015,11.228548333333334,-83,76.0,36.900000000000006
141,49.242671666666666,11.228588333333333,-77,79.0,29.9
142,49.24235,11.22856,-77,80.0,18.75
143,49.242035,11.228465,-79,80.0,13.55
144,49.24173166666667,11.228306666666667,-82,81.0,10.219999999999999
145,49.24144833333333,11.22812,-86,81.0,8.629999999999999
146,49.241171666666666,11.227895,-86,35.0,12.6
147,49.24090833333334,11.227605,-87,50.0,22.2
148,49.240698333333334,11.227286666666666,-87,60.0,24.049999999999997
149,49.240505,11.226958333333334,-83,66.0,23.75
150,49.24033,11.226576666666666,-82,73.0,18.200000000000003
151,49.240161666666665,11.2262,-81,77.0,18.2
152,49.24002,11.225825,-86,79.0,23.45
153,49.23993333333333,11.225396666666667,-89,46.0,24.0
154,49.239873333333335,11.22496,-84,57.0,27.049999999999997
155,49.239823333333334,11.22452,-84,63.0,26.6
156,49.23978833333334,11.224078333333333,-84,69.0,23.25
157,49.239781666666666,11.223635,-88,74.0,22.75
158,49.239803333333334,11.223206666666666,-88,76.0,19.35
159,49.239855,11.22278,-90,79.0,16.9
160,49.239945,11.222358333333334,-94,83.0,14.7
161,49.24005666666667,11.22197,-92,84.0,41.4
162,49.24019166666667,11.221576666666667,-94,86.0,50.349999999999994
163,49.24034833333334,11.221186666666666,-86,88.0,53.3
164,49.24053166666667,11.220835000000001,-81,91.0,47.5
165,49.24073,11.220516666666667,-78,92.0,34.599999999999994
166,49.240970000000004,11.220231666666667,-77,94.0,24.35
167,49.241211666666665,11.219983333333333,-78,95.0,16.55
168,49.24149,11.219768333333333,-81,92.0,31.549999999999997
169,49.24178166666667,11.219591666666666,-86,92.0,36.8
170,49.24208333333333,11.219445,-77,91.0,41.75
171,49.242383333333336,11.219341666666667,-73,90.0,37.7
172,49.242671666666666,11.219295,-73,89.0,24.1
173,49.243,11.219298333333333,-74,92.0,19.9
174,49.243320000000004,11.219358333333334,-81,94.0,32.6
175,49.24362666666667,11.219456666666666,-85,95.0,35.099999999999994
176,49.243923333333335,11.219605,-80,94.0,33.3
177,49.24422,11.219793333333334,-78,93.0,40.0
178,49.24449166666667,11.220048333333333,-75,93.0,40.25
179,49.244753333333335,11.22036,-77,92.0,42.45
180,49.245015,11.22069,-80,92.0,46.650000000000006
181,49.245243333333335,11.221093333333334,-79,93.0,40.7
182,49.24543833333333,11.221543333333333,-77,95.0,41.35
183,49.24559,11.222023333333333,-76,96.0,40.5
184,49.245713333333335,11.222531666666667,-77,96.0,31.5
185,49.24579833333333,11.223065,-80,96.0,29.3
186,49.245850000000004,11.223601666666667,-83,98.0,22.5
187,49.245850000000004,11.224146666666666,-87,98.0,23.6
188,49.24581666666667,11.22468,-89,97.0,17.5
189,49.245731666666664,11.225221666666666,-87,95.0,28.1
190,49.245625000000004,11.225743333333334,-91,95.0,26.5
191,49.24546,11.226265,-91,49.0,32.55
192,49.24527166666667,11.226718333333334,-83,63.0,31.0
193,49.24503833333333,11.227161666666667,-80,75.0,24.45
194,49.24476,11.227538333333333,-81,82.0,25.3
195,49.24447833333333,11.227858333333334,-88,86.0,29.55
196,49.244193333333335,11.228125,-83,50.0,25.4
197,49.24386833333333,11.228353333333333,-84,62.0,26.85
198,49.24354666666667,11.228503333333334,-84,71.0,40.65
199,49.243046666666665,11.228603333333334,-83,84.0,37.1
200,49.24270833333333,11.228623333333333,-78,85.0,26.95
201,49.24236666666667,11.228598333333334,-78,86.0,17.55
202,49.24205333333333,11.228516666666668,-80,89.0,13.2
203,49.24175833333334,11.22837,-82,88.0,13.95
204,49.24145166666667,11.228176666666666,-87,36.0,12.2
205,49.241165,11.227946666666666,-87,51.0,10.7
206,49.240905,11.227665,-86,61.0,16.065
207,49.24066333333334,11.227368333333333,-87,68.0,23.35
208,49.240495,11.227028333333333,-83,72.0,23.9
209,49.2403,11.226651666666667,-83,77.0,21.7
210,49.240163333333335,11.226253333333334,-83,82.0,17.9
211,49.24003166666667,11.225855,-85,82.0,20.85
212,49.23992,11.22544,-87,84.0,32.4
213,49.239835,11.225013333333333,-86,85.0,38.25
214,49.23977333333333,11.224583333333333,-82,86.0,35.45
215,49.23975166666667,11.224138333333334,-84,89.0,36.85
216,49.23974833333333,11.223701666666667,-87,90.0,32.1
217,49.23978666666667,11.22328,-86,91.0,21.25
218,49.239846666666665,11.222856666666667,-89,91.0,17.0
219,49.23992666666667,11.222443333333333,-92,91.0,18.0
220,49.24002333333333,11.222036666666666,-94,92.0,26.95
221,49.24015166666667,11.221655,-93,92.0,42.55
222,49.24031333333333,11.221316666666667,-89,90.0,49.400000000000006
223,49.240496666666665,11.220993333333334,-84,90.0,54.6
224,49.24069333333333,11.22067,-78,88.0,48.95
225,49.24092,11.220371666666667,-77,89.0,33.8
226,49.24115166666667,11.220081666666667,-76,90.0,23.9
227,49.24140833333333,11.219845,-79,90.0,19.85
228,49.24169,11.219641666666666,-84,91.0,33.349999999999994
229,49.24199166666667,11.219491666666666,-82,93.0,40.099999999999994
230,49.24231833333334,11.219378333333333,-75,93.0,41.150000000000006
231,49.24263833333333,11.21932,-73,94.0,31.4
232,49.242981666666665,11.219306666666666,-73,95.0,17.75
233,49.243295,11.21934,-78,93.0,24.5
234,49.243608333333334,11.219401666666666,-84,92.0,34.55
235,49.24391666666667,11.219541666666666,-81,93.0,30.2
236,49.2442,11.21975,-79,93.0,33.45
237,49.24449333333333,11.220005,-77,92.0,41.25
238,49.244765,11.220301666666666,-76,92.0,39.1
239,49.245015,11.220653333333333,-78,94.0,43.65
240,49.24524,11.221051666666666,-81,94.0,44.15
241,49.24543333333333,11.22148,-78,93.0,36.400000000000006
242,49.24559333333333,11.221958333333333,-76,94.0,46.349999999999994
243,49.245715000000004,11.222471666666667,-76,95.0,40.95
244,49.24581833333333,11.222975,-77,92.0,32.150000000000006
245,49.245871666666666,11.223510000000001,-80,91.0,26.35
246,49.24588,11.224046666666666,-83,90.0,21.25
247,49.24585666666667,11.224596666666667,-88,89.0,21.5
248,49.24577333333333,11.22515,-87,87.0,14.1
249,49.245641666666664,11.225676666666667,-89,85.0,36.0
250,49.24549833333334,11.22618,-96,35.0,28.45
251,49.24532,11.226645,-92,49.0,33.6
252,49.24510333333333,11.227068333333333,-83,63.0,30.6
253,49.244838333333334,11.22746,-80,72.0,23.05
254,49.24456666666667,11.227761666666666,-84,75.0,27.9
255,49.244260000000004,11.22804,-84,43.0,30.2
256,49.24393166666667,11.228266666666666,-84,54.0,25.9
257,49.243611666666666,11.228428333333333,-84,63.0,26.9
258,49.243285,11.228538333333333,-84,72.0,34.95
259,49.24295333333333,11.228593333333334,-83,76.0,37.25
260,49.24261833333333,11.228565,-77,81.0,29.05
261,49.24229166666667,11.228508333333334,-76,84.0,24.0
262,49.24196666666667,11.228391666666667,-77,85.0,19.9
263,49.24167,11.228245,-79,86.0,9.98
264,49.24138333333333,11.228041666666666,-84,87.0,12.95
265,49.24111166666667,11.2278,-88,37.0,11.309999999999999
266,49.240865,11.227505,-87,52.0,20.9
267,49.24063833333334,11.227193333333334,-87,65.0,21.049999999999997
268,49.24043666666667,11.22685,-85,72.0,24.25
269,49.24024333333333,11.226483333333334,-84,76.0,24.05
270,49.240105,11.226066666666666,-82,80.0,29.299999999999997
271,49.240005000000004,11.225655,-84,83.0,26.6
272,49.23992333333334,11.225251666666667,-82,84.0,34.65
273,49.239848333333335,11.224845,-84,85.0,39.599999999999994
274,49.23978666666667,11.224411666666667,-82,86.0,36.95
275,49.23978,11.224008333333334,-85,86.0,40.9
276,49.23978666666667,11.22359,-87,87.0,31.5
277,49.239808333333336,11.223166666666668,-86,89.0,21.8
278,49.23986333333333,11.222755,-90,90.0,16.6
279,49.23994666666667,11.222361666666666,-93,88.0,18.3
280,49.240045,11.221968333333333,-94,90.0,34.95
281,49.240181666666665,11.221586666666667,-93,90.0,47.5
282,49.24035,11.221216666666667,-86,89.0,50.15
283,49.24054,11.220885,-82,87.0,53.7
284,49.240735,11.220561666666667,-81,86.0,46.8
285,49.240948333333336,11.22028,-78,84.0,31.549999999999997
286,49.24119666666667,11.220038333333333,-78,83.0,14.85
287,49.24147666666667,11.219825,-81,83.0,23.6
288,49.24176,11.219641666666666,-87,85.0,37.349999999999994
289,49.242045,11.219491666666666,-80,86.0,40.95
290,49.24234833333333,11.219381666666667,-75,87.0,41.3
291,49.24268333333333,11.219306666666666,-74,87.0,31.45
292,49.24299333333333,11.21927,-73,87.0,19.299999999999997
293,49.24330833333333,11.21933,-78,87.0,26.15
294,49.243608333333334,11.219416666666667,-83,86.0,36.0
295,49.24391333333333,11.219591666666666,-82,85.0,32.15
296,49.244218333333336,11.219793333333334,-79,83.0,33.4
297,49.24451,11.220056666666666,-77,84.0,41.8
298,49.24477666666667,11.220373333333333,-77,86.0,38.95
299,49.245016666666665,11.220753333333333,-79,86.0,42.0
300,49.24523166666667,11.221161666666667,-81,85.0,45.75
301,49.24541666666667,11.22161,-79,86.0,36.900000000000006
302,49.245576666666665,11.222083333333334,-76,85.0,44.349999999999994
303,49.24570166666667,11.22259,-76,85.0,39.05
304,49.24579166666667,11.223131666666667,-78,85.0,30.549999999999997
305,49.24584333333333,11.223646666666667,-81,84.0,23.6
306,49.24584333333333,11.224186666666666,-86,84.0,19.7
307,49.245795,11.224736666666667,-88,83.0,21.25
308,49.24570666666667,11.225271666666666,-87,86.0,19.1
309,49.245581666666666,11.22578,-90,84.0,35.05
310,49.24541833333333,11.22626,-91,51.0,30.15
311,49.245218333333334,11.226713333333333,-92,61.0,32.55
312,49.24500666666667,11.227153333333334,-82,68.0,28.8
313,49.24474333333333,11.227556666666667,-81,74.0,23.0
314,49.244456666666665,11.22786,-86,79.0,31.85
315,49.24415333333334,11.228125,-83,49.0,30.0
316,49.243831666666665,11.228321666666666,-83,61.0,25.9
317,49.243525,11.228463333333334,-84,66.0,28.049999999999997
318,49.243195,11.228546666666666,-83,73.0,31.25
319,49.24286166666667,11.228581666666667,-83,75.0,36.45
320,49.242533333333334,11.228563333333334,-77,77.0,32.7
321,49.242216666666664,11.228491666666667,-77,77.0,21.45
322,49.241905,11.228386666666667,-78,81.0,15.45
323,49.24162,11.22823,-82,82.0,8.42
324,49.24134,11.228023333333333,-88,81.0,12.65
325,49.24106666666667,11.227783333333333,-86,39.0,13.0
326,49.24081666666667,11.227491666666667,-88,51.0,18.75
327,49.24059833333333,11.227195,-82,60.0,21.65
328,49.2404,11.226845,-85,67.0,26.15
329,49.240231666666666,11.226475,-84,75.0,27.15
330,49.24010333333334,11.226065,-82,77.0,27.75
331,49.24,11.225645,-83,83.0,28.35
332,49.239898333333336,11.225216666666666,-84,83.0,37.9
333,49.23983166666667,11.2248,-85,84.0,35.55
334,49.23979666666667,11.224365,-83,86.0,33.650000000000006
335,49.239783333333335,11.223941666666667,-87,86.0,38.900000000000006
336,49.239825,11.2235,-88,90.0,28.9
337,49.239868333333334,11.223091666666667,-87,88.0,21.45
338,49.239913333333334,11.222668333333333,-91,88.0,19.049999999999997
339,49.23998666666667,11.222266666666666,-92,90.0,26.450000000000003
340,49.240095000000004,11.221896666666666,-93,90.0,38.0
341,49.24023666666667,11.221521666666666,-89,89.0,48.400000000000006
342,49.24040333333333,11.221185,-85,85.0,52.2
343,49.24057166666667,11.220841666666667,-82,85.0,54.0
344,49.24078,11.220553333333333,-80,85.0,45.25
345,49.24099833333334,11.22027,-79,83.0,29.549999999999997
346,49.24124666666667,11.220013333333334,-79,84.0,16.2
347,49.241508333333336,11.219781666666666,-84,83.0,27.35
348,49.24179,11.219593333333334,-87,84.0,35.8
349,49.24208333333333,11.219453333333334,-78,83.0,40.849999999999994
350,49.242395,11.219381666666667,-74,83.0,40.85
351,49.242705,11.219336666666667,-73,84.0,32.3
352,49.24304,11.21933,-74,86.0,19.75
353,49.243381666666664,11.219395,-79,87.0,27.85
354,49.243705,11.219501666666666,-84,84.0,36.95
355,49.244011666666665,11.21966,-81,84.0,31.25
356,49.24431333333334,11.219875,-79,86.0,36.0
357,49.244615,11.220148333333334,-77,88.0,42.75
358,49.244885000000004,11.220478333333334,-77,86.0,40.25
359,49.24512,11.22087,-81,89.0,43.9
360,49.245331666666665,11.221271666666667,-80,88.0,41.349999999999994
361,49.245515,11.221721666666667,-77,87.0,36.5
362,49.245655,11.222198333333333,-76,87.0,47.400000000000006
363,49.245765,11.222715,-77,87.0,38.25
364,49.245866666666664,11.223215,-78,86.0,35.2
365,49.245911666666665,11.223748333333333,-81,86.0,23.25
366,49.24590666666667,11.224298333333333,-86,87.0,19.9
367,49.24583666666667,11.224825000000001,-88,86.0,14.2
368,49.24571666666667,11.225351666666667,-88,86.0,32.6
369,49.245585,11.225861666666667,-95,37.0,29.5
370,49.24541333333333,11.226355,-91,48.0,31.65
371,49.24520666666667,11.22682,-84,61.0,30.55
372,49.244985,11.227238333333334,-81,68.0,24.3
373,49.244733333333336,11.227598333333333,-83,73.0,26.3
374,49.244440000000004,11.227903333333334,-92,35.0,31.55
375,49.24413166666667,11.228175,-83,47.0,28.8
376,49.24379666666667,11.228378333333334,-84,56.0,26.5
377,49.243458333333336,11.228508333333334,-84,63.0,28.95
378,49.24311,11.228583333333333,-84,69.0,31.6
379,49.242781666666666,11.228631666666667,-83,73.0,27.55
380,49.242468333333335,11.228628333333333,-84,76.0,26.0
381,49.24214333333333,11.228571666666667,-84,77.0,25.85
382,49.24185166666667,11.228418333333334,-87,79.0,24.65
383,49.241550000000004,11.228233333333334,-88,81.0,22.5
384,49.241276666666664,11.228025,-88,81.0,26.0
385,49.24099833333334,11.227766666666668,-86,82.0,22.700000000000003
386,49.24075833333333,11.22747,-86,82.0,23.4
387,49.24054,11.227121666666667,-88,82.0,26.05
388,49.24035833333333,11.226750000000001,-84,83.0,29.0
389,49.24021333333334,11.22634,-82,85.0,26.55
390,49.24007833333334,11.225953333333333,-81,85.0,27.25
391,49.23995166666667,11.225543333333334,-83,85.0,32.1
392,49.23988,11.22512,-84,87.0,16.4
393,49.239913333333334,11.224761666666668,-87,49.0,21.6
394,49.24026666666667,11.224681666666667,-88,62.0,15.4
395,49.24059,11.224858333333334,-84,67.0,24.299999999999997
396,49.24079166666667,11.225333333333333,-83,49.0,20.0
397,49.24098333333333,11.225826666666666,-82,60.0,17.1
398,49.24113166666667,11.226356666666668,-82,67.0,21.2
399,49.241275,11.226893333333333,-83,73.0,24.0
400,49.24138833333333,11.227403333333333,-82,76.0,36.6
401,49.24147,11.22795,-83,78.0,33.4
402,49.241625,11.228395,-82,83.0,21.05
403,49.241895,11.228693333333334,-88,81.0,31.55
404,49.242235,11.228791666666666,-87,55.0,47.099999999999994
405,49.24249833333334,11.228515,-79,62.0,48.95
406,49.242583333333336,11.228045,-82,65.0,45.35
407,49.242531666666665,11.227535,-81,67.0,30.25
408,49.24241833333333,11.227106666666666,-86,66.0,50.4
409,49.24228,11.226591666666668,-82,66.0,33.9
410,49.2419,11.226545,-82,67.0,47.9
411,49.24158833333333,11.226926666666667,-89,20.0,43.599999999999994
412,49.241303333333335,11.22742,-81,29.0,34.400000000000006
413,49.241245,11.227875000000001,-82,33.0,31.25
414,49.24139666666667,11.228501666666666,-87,36.0,35.55
415,49.242043333333335,11.22827,-83,43.0,43.400000000000006
416,49.24232333333333,11.228101666666667,-80,47.0,50.25
417,49.242425000000004,11.227716666666666,-83,47.0,58.5
418,49.24248,11.227285,-79,48.0,45.150000000000006
419,49.242448333333336,11.2268,-76,49.0,32.5
420,49.242108333333334,11.226531666666666,-78,49.0,30.900000000000002
421,49.24178333333334,11.226448333333334,-85,24.0,29.35
422,49.24154,11.226751666666667,-91,30.0,26.5
423,49.241326666666666,11.227476666666666,-87,33.0,26.55
424,49.24128666666667,11.22807,-86,32.0,27.25
425,49.24160166666667,11.228535,-92,31.0,42.25
426,49.24193,11.228643333333334,-87,31.0,43.35
427,49.24241,11.228538333333333,-83,30.0,48.75
428,49.24283,11.228425,-85,33.0,34.7
429,49.24317,11.228465,-87,33.0,39.15
430,49.243325,11.228526666666667,-91,31.0,50.6
431,49.24340166666667,11.228505,-83,31.0,42.25
432,49.2434,11.228543333333333,-86,29.0,47.05
433,49.243375,11.228646666666666,-81,30.0,39.0
434,49.24335833333333,11.228781666666666,-84,28.0,40.9
435,49.24333333333333,11.228921666666666,-86,25.0,40.6
436,49.24335,11.228951666666667,-88,24.0,33.7
437,49.243375,11.228936666666666,-90,22.0,35.8
438,49.24339166666667,11.228935,-89,21.0,41.1
439,49.24339833333333,11.228918333333333,-81,20.0,41.15
440,49.24339833333333,11.228888333333334,-85,19.0,55.2
441,49.243405,11.228883333333334,-84,16.0,53.35
442,49.24339,11.2289,-86,17.0,62.900000000000006
443,49.24337833333333,11.228926666666666,-83,15.0,56.900000000000006
444,49.243388333333336,11.228948333333333,-84,13.0,52.25
445,49.24339833333333,11.228945,-82,12.0,49.150000000000006
446,49.24340333333333,11.22894,-83,12.0,20.950000000000003
447,49.2434,11.228943333333333,-100,12.0,22.85
